"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000002330",688.667589034695,0.0103250959425092,0.0964087218896167,0.107097114660756,0.914711936170767,0.97698239898082
"ENSG00000002549",1229.98469317186,0.164300715348854,0.177394153027732,0.926190139554198,0.35434717597151,0.656664150009222
"ENSG00000002586",8367.26727634875,0.0792894245572903,0.131635580803071,0.602340370844782,0.546947593229165,0.801478697095241
"ENSG00000002587",1.95953335698007,0.399067136454634,1.15871210651536,0.344405771037262,0.730541149389281,NA
"ENSG00000002726",1.53531673945229,0.80493522038421,1.80328135887569,0.446372506665334,0.655328189132189,NA
"ENSG00000002745",7.28561888515924,-0.616756473606905,1.02004743750985,-0.604635089435188,0.54542148629522,NA
"ENSG00000002746",126.130005973738,0.193681258628332,0.30834967181476,0.628122149404088,0.52992392426017,0.78853388022404
"ENSG00000002822",351.152304336473,-0.0573889279678094,0.15002411495527,-0.38253135494197,0.702067276194158,0.89301337036716
"ENSG00000002834",8609.18275618938,0.416875049240615,0.108289883981115,3.84962134887241,0.000118300563703091,0.00182850457325779
"ENSG00000002919",251.500095596273,0.341972771105308,0.144325320692318,2.36945789875879,0.0178141831340978,0.0987901148172504
"ENSG00000002933",546.441449222623,0.404466498425365,1.40062631378887,0.28877545312656,0.772753217770891,0.925746124419425
"ENSG00000003056",1837.96769229328,-0.00770199446881313,0.100379831395011,-0.076728505734429,0.938839527084566,0.983551736063642
"ENSG00000003096",414.075308683702,-0.964578694491395,0.191738367699025,-5.03070254569765,4.88685817925974e-07,1.49216667590501e-05
"ENSG00000003137",106.506412172302,-1.03077575832248,0.583101196796122,-1.7677476293757,0.0771031035859872,0.267765765606461
"ENSG00000003147",9.33188603208963,0.254913761010589,0.570453091263993,0.446861915404401,0.654974763467198,NA
"ENSG00000003249",122.242063046478,-0.36849789395341,0.353319834403116,-1.0429584135177,0.296967553734281,0.600500658658145
"ENSG00000003393",860.859802380907,0.0548920522696366,0.166831376020271,0.329027150522134,0.742135166393328,0.912900998621423
"ENSG00000003400",95.3711570248671,-0.178398759112579,0.354605348247641,-0.503090999597651,0.614900294345954,0.845069415414652
"ENSG00000003402",3368.72335143759,1.16249955330816,0.126132957465129,9.21646155509786,3.07066097331928e-20,7.88223058320686e-18
"ENSG00000003436",5053.34063480256,-0.32544361058254,0.199414294160586,-1.63199740496268,0.102680032864944,0.322656856351965
"ENSG00000003509",302.835086615061,-0.100895604230724,0.125081142685309,-0.806641209575183,0.419873224263433,0.713219077593064
"ENSG00000003756",2957.87449781706,-0.183767745063367,0.080494865895053,-2.28297473410239,0.0224318566814636,0.11504587519159
"ENSG00000003987",30.2673614014711,0.754684028303424,0.350787851069096,2.15139727902028,0.0314448557818787,0.145949231019477
"ENSG00000003989",39.5398447202775,0.586931678287139,0.730309093438977,0.803675708765061,0.421584286505371,0.714353772558048
"ENSG00000004059",1684.3217819095,0.37968987807033,0.11418621577867,3.32518137571256,0.000883610321272994,0.00940427147974665
"ENSG00000004139",312.643392000576,-0.0807770402249586,0.204988935272947,-0.394055611428013,0.693539981944831,0.889787349087955
"ENSG00000004142",1468.18173216884,0.152287956451951,0.127369092079546,1.19564294575361,0.231835924834573,0.522960244506943
"ENSG00000004399",3661.96471974267,-0.0519472683364597,0.217228480178078,-0.23913654551132,0.8109997044958,0.941266803938148
"ENSG00000004455",1236.90625297069,-0.0918567556006851,0.164575069324453,-0.558145021464906,0.576745359605429,0.821558123867792
"ENSG00000004468",5.59935950029571,0.2415845402667,0.81410898588774,0.296747173234141,0.766659539251726,NA
"ENSG00000004478",612.469678830193,-0.00303833336147203,0.16656548095083,-0.0182410745859699,0.98544653529876,0.995356291395658
"ENSG00000004487",1255.80031118487,-0.334105981348917,0.0960271346857718,-3.47928720816473,0.000502749459853616,0.00602384538724921
"ENSG00000004534",1306.14906893784,-0.303531313700889,0.158956283609458,-1.90952698948749,0.0561941434607972,0.217773874798816
"ENSG00000004660",79.865424377978,-0.645176223114793,0.378104343140452,-1.70634438566905,0.0879439786512458,0.291638177506704
"ENSG00000004700",1510.20849871797,0.409553246358565,0.119154785054798,3.43715316317525,0.000587863076838465,0.00676932753533058
"ENSG00000004766",495.212595858396,-0.114357020360272,0.129930646195286,-0.880138933415241,0.378784050041092,0.677736786510588
"ENSG00000004776",12520.3502740741,-0.154542221641235,0.245611869285427,-0.629213165026811,0.52920951112827,0.78796452993692
"ENSG00000004777",104.39554381318,-0.47143294791214,0.409431217287993,-1.1514338135593,0.249553809653418,0.544438554768226
"ENSG00000004779",366.340319770589,0.109903272914786,0.136518511215186,0.805043007988506,0.420794861898369,0.713810171699837
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100028,0.0378595181830894
"ENSG00000004809",1.40994350389939,0.0528182171435146,1.5428585498888,0.0342339984098487,0.972690555611389,NA
"ENSG00000004838",16.3434516100777,-0.92393790560142,0.411465406233414,-2.24548137365719,0.0247372466687917,0.123407735933989
"ENSG00000004846",22.073292550198,-1.58995191849418,0.649411925461438,-2.4482949206152,0.014353411461653,0.0843845432739514
"ENSG00000004848",0.13880171053401,0.894699722854172,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735430574383,0.274607904503377,0.203830778865107,0.838485739677171,0.953153683660644
"ENSG00000004866",523.884326788918,-0.614081619535416,0.212089177087146,-2.89539347537331,0.00378683532398215,0.0307680370073549
"ENSG00000004897",1680.01793286077,-0.161864725228972,0.100718289426404,-1.60710359708052,0.108031644370879,0.333497605788212
"ENSG00000004939",8.67357060287904,-0.609547355705274,0.567026525053527,-1.07498913855526,0.282379591163911,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362433872881,0.141777470102691,-1.17340529318504,0.240633315582707,0.533142775487743
"ENSG00000004975",1003.16479833127,-0.346747941966268,0.162596379852444,-2.13256864809008,0.0329601274965759,0.150946819151993
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287389623298,0.0941891111307687,2.34939460588041,0.0188039667221435,0.102257118853452
"ENSG00000005020",752.819690039845,0.0733029434156348,0.150898998898188,0.485774882211727,0.627126784843843,0.852971275838348
"ENSG00000005022",1300.3667432696,-0.0771831871458497,0.11683724343036,-0.660604314854912,0.508866101167635,0.776143987472024
"ENSG00000005059",215.744400092371,0.223333742292974,0.257310943899978,0.867952753613888,0.385420197711295,0.684393116934877
"ENSG00000005073",0.424982332670398,-1.07930584775575,2.57996149657337,-0.418341843158997,0.675697200637044,NA
"ENSG00000005075",614.656589191918,0.0987774136474275,0.160701421365234,0.614664218948826,0.53877649439285,0.795395167906634
"ENSG00000005100",502.327471136299,0.314431906569706,0.1308390499,2.40319619265062,0.0162524652831177,0.0927060967647095
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931827302368596,0.623868422495633,1.49362793301999,0.135272894319835,0.380659231600502
"ENSG00000005156",284.20157559638,-0.385472964535908,0.204303015030578,-1.88677080697127,0.0591911592489747,0.225578788833851
"ENSG00000005175",347.42491006876,-0.19914313458506,0.288695838200318,-0.68980258193705,0.490318344781209,0.762958114837296
"ENSG00000005187",26.7924966379797,-0.327508993597951,0.412427837627225,-0.79410011574915,0.427137150245698,0.718138559110911
"ENSG00000005189",79.0300154216569,-0.439827350124148,0.271060708684546,-1.6226156577935,0.104671591227691,0.326788548576249
"ENSG00000005194",458.750922474384,0.128001741705936,0.161082372386371,0.794635314899088,0.426825669498402,0.717811796476325
"ENSG00000005206",687.428245938322,0.101318640262004,0.139395343074275,0.726843795692787,0.467321650715432,0.747517125692933
"ENSG00000005238",705.733199499233,-0.205823448701698,0.115317922870085,-1.78483485982985,0.0742881071352716,0.261224374869675
"ENSG00000005243",993.989596404182,-0.106568991209134,0.185247669804652,-0.575278443834214,0.565102997745004,0.815118595106035
"ENSG00000005249",301.336933757971,0.660281695683241,0.225584944249008,2.92697590205489,0.00342275400128047,0.0284041695065166
"ENSG00000005302",469.935385547665,0.190286741036696,0.159043372106579,1.19644558912634,0.231522719746091,0.522689941059855
"ENSG00000005339",2604.13968768159,-0.104401290810053,0.135772878582433,-0.768940689039504,0.44192852105896,0.729930732130602
"ENSG00000005379",158.961412885247,0.120941680592503,0.284870375534245,0.424549868920873,0.671164844355875,0.877834938234734
"ENSG00000005381",7.12408517617175,1.17019109110579,1.30318497918878,0.897947037291837,0.369213786049385,NA
"ENSG00000005421",0.106546340246823,-0.547972797545101,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156958459876052,0.139197268304769,1.12759727103549,0.259490039734197,0.55681588542103
"ENSG00000005448",234.24445737531,0.28015594037532,0.158290991454532,1.76987924455444,0.0767472590872259,0.267019811365963
"ENSG00000005469",422.232491862876,-0.273993745235596,0.243918522859564,-1.12330028086201,0.261309984581231,0.559523908868469
"ENSG00000005471",33.2839581855106,-1.229168225158,0.509497843508645,-2.41250918098762,0.0158431384233878,0.0909914036489223
"ENSG00000005483",1867.57277020935,0.0138036672471416,0.131024621237272,0.10535170502149,0.916096736534622,0.977199963010062
"ENSG00000005486",856.445860419445,-0.151783516444278,0.189514903128516,-0.80090543771826,0.423186391870859,0.715625840491498
"ENSG00000005513",4.19025057528613,-0.664736558009222,1.01926333413862,-0.652173521547296,0.514289239243334,NA
"ENSG00000005700",579.449582755315,-0.0875213001749392,0.132871316342387,-0.658692203736518,0.510093440371833,0.777096979978284
"ENSG00000005801",220.819344240061,-0.245459543337102,0.221062041618794,-1.11036495247963,0.266841794357497,0.565931798843901
"ENSG00000005810",2862.99024994653,-0.0627163201261778,0.120428838481261,-0.520774931628495,0.602523568216218,0.838974478631536
"ENSG00000005812",1499.03049853399,0.408597266965252,0.171640902709803,2.3805355280383,0.0172874939168388,0.0969341337913825
"ENSG00000005844",3.21951546901152,-0.938820856117494,1.14106009312475,-0.822761975266849,0.410643364089815,NA
"ENSG00000005882",1066.40685200078,-0.127921219655288,0.145626388617646,-0.878420599930931,0.37971550921528,0.678355310058442
"ENSG00000005884",1294.27596518976,0.333534610570152,0.276385914342599,1.20677137749036,0.227520201852629,0.516920710629772
"ENSG00000005889",800.115454708102,0.0162935041241486,0.227737419988175,0.0715451335357827,0.942963905198172,0.985120611910201
"ENSG00000005893",5133.58060707205,0.0430750841641954,0.0826537025130344,0.521151295762008,0.602261379515809,0.838905040975134
"ENSG00000005961",10.2882547896421,-0.619825996164735,0.63716203511726,-0.972791789219936,0.330656794311308,0.636719281607726
"ENSG00000005981",6.43695995371267,-0.629660589473866,0.791461646069728,-0.795566775219824,0.426283884419128,NA
"ENSG00000006007",2603.73463702376,0.180766888487471,0.146935671131389,1.23024509362216,0.218605338271539,0.504960598378883
"ENSG00000006015",386.908775735769,-0.0531753089062194,0.320225246673305,-0.166055954234205,0.86811291625809,0.962593715792008
"ENSG00000006016",160.452316906975,0.192130228474229,0.492961494172601,0.389746929010562,0.696723690862904,0.890957521681821
"ENSG00000006025",160.463406583492,-0.652554449513783,0.315117796723198,-2.07082702500294,0.0383749637382414,0.166912356638617
"ENSG00000006042",3151.10977435982,0.00904108798098524,0.0981757526572667,0.0920908445952825,0.926625862496613,0.979848296697806
"ENSG00000006047",0.673880264953231,-0.288306756997386,2.10981455377223,-0.136650283543599,0.891307228749311,NA
"ENSG00000006059",0,NA,NA,NA,NA,NA
"ENSG00000006062",258.268778963446,-0.584187742977471,0.273250265697409,-2.13792195768397,0.0325230778003556,0.149442358399996
"ENSG00000006071",0,NA,NA,NA,NA,NA
"ENSG00000006116",0.450684746143017,-1.01557481337363,3.11273787636251,-0.326264161555554,0.744224500859679,NA
"ENSG00000006118",458.98540697157,-0.549888031250223,0.221087706475627,-2.48719406436487,0.0128755142177735,0.0782502659824153
"ENSG00000006125",6730.77886718365,0.0802578221066384,0.108520633966898,0.739562783342379,0.459565330939565,0.741716929423887
"ENSG00000006128",0.66128073055551,1.96247700003909,3.45793653412284,0.567528345495476,0.570355274101015,NA
"ENSG00000006194",551.635247266725,0.111690696644607,0.102576489652456,1.08885278705706,0.276218809105248,0.576613902673877
"ENSG00000006210",15.8841012169951,0.950280858966814,0.613153845406296,1.54982451155815,0.121183642118023,0.3574150457405
"ENSG00000006282",1394.30895675099,-0.106981510857258,0.168556605751332,-0.634691891073589,0.525629383328581,0.786167241222959
"ENSG00000006283",61.3642320498775,-1.17347598854418,0.46121629580087,-2.54430730056171,0.0109494708213545,0.0691822009133977
"ENSG00000006327",587.259201120954,-0.146104679714159,0.321318998770112,-0.454702897349339,0.649322996172054,0.865668730371985
"ENSG00000006377",0.186293186425353,0.894699722854172,3.5338115409304,0.253182636507721,0.800127083554548,NA
"ENSG00000006432",6.99503209019926,-0.218570469690132,0.735154477420716,-0.297312301568216,0.766228090753546,NA
"ENSG00000006451",1108.16420749476,-0.56917943291085,0.210673560445834,-2.70171269572856,0.00689833424892694,0.0483010967175213
"ENSG00000006453",212.928764376348,-0.273779328579504,0.157624153526427,-1.73691228440825,0.0824026547578674,0.279379495479718
"ENSG00000006459",410.885814318294,0.00560173223475723,0.312433113776205,0.0179293806826434,0.985695190383101,0.995356291395658
"ENSG00000006468",210.179164493274,0.0486118233411565,0.406160234259935,0.119686318946837,0.904731638347476,0.973233941527987
"ENSG00000006530",277.887455661785,0.03315634298382,0.201427477886473,0.164606851715173,0.86925343789987,0.962896079012644
"ENSG00000006534",1145.46216651212,0.427916517219079,0.262833030574322,1.62809261942469,0.103505248287181,0.324350710802681
"ENSG00000006555",4.76708315841851,-0.610574924935531,0.811459736160678,-0.752440198480323,0.451786380039226,NA
"ENSG00000006576",1076.37418478476,-0.416587758401363,0.195871617872762,-2.12684085078614,0.0334333088101133,0.151965024588585
"ENSG00000006606",4.01454411368169,-0.433951441443105,0.899318507166041,-0.482533649630525,0.629426900298569,NA
"ENSG00000006607",957.991889094816,0.595861867756262,0.155049298386236,3.84304781742344,0.00012151578149869,0.00186648733346618
"ENSG00000006611",0,NA,NA,NA,NA,NA
"ENSG00000006625",177.304447555595,-0.10871907767395,0.251336103881982,-0.432564506231863,0.665331179840429,0.874766969240671
"ENSG00000006634",92.842938687114,-0.448348263028944,0.297813123722412,-1.50546845426075,0.132203681245981,0.37553281726312
"ENSG00000006638",64.0929103692678,-0.485253023094621,0.293980576591414,-1.65062953723315,0.0988142437707415,0.315093970958573
"ENSG00000006652",1086.50811752792,-0.0509940535551202,0.21867403483977,-0.233196655435042,0.815608702843256,0.94327707650354
"ENSG00000006659",1.43778491344811,-0.485800066705829,1.54315218404804,-0.314810212322328,0.752905757394355,NA
"ENSG00000006695",181.541477163383,0.196125339047111,0.202792001617803,0.967125613843211,0.333481242404453,0.63898955164669
"ENSG00000006704",291.607449568848,-0.0413723928263538,0.235418959623657,-0.175739425968461,0.860498659864325,0.960047480752025
"ENSG00000006712",1114.82190220928,-0.238931997186077,0.129789536016794,-1.8409188022304,0.0656334586113247,0.241618553881505
"ENSG00000006715",2208.49179423824,-0.139604296366171,0.134201201187929,-1.04026115362914,0.298218586726854,0.60180153177591
"ENSG00000006740",43.379700039727,-0.0199681066421327,0.379706564357244,-0.0525882576613711,0.95805997305391,0.990093366898769
"ENSG00000006744",938.900417504683,0.251716744507168,0.153812826343649,1.63651335516572,0.10173219293106,0.320588067112576
"ENSG00000006747",27.7360544388753,0.203423896658306,0.487468767184592,0.417306523724984,0.676454217384262,0.880372872929849
"ENSG00000006756",545.414312401993,-0.0147902526935617,0.15885903886864,-0.0931029974680365,0.925821736146579,0.979848296697806
"ENSG00000006757",168.95903743019,-0.0157230313492773,0.154059171062901,-0.102058392504642,0.918710326479352,0.977939431357948
"ENSG00000006788",11.2024027852827,2.95519551496852,1.06560131448185,2.77326564335695,0.00554967976899598,0.0410751037168686
"ENSG00000006831",1095.78070752679,0.243868775847823,0.0931895487268359,2.61691122212287,0.00887294152236022,0.0589130641631501
"ENSG00000006837",75.3675602917904,-0.148191039973832,0.31340782234933,-0.472837719438462,0.636328961191128,0.858548072805312
"ENSG00000007001",2.00323736390909,-0.284336816378521,1.40160648895001,-0.202864940067113,0.839240598225602,NA
"ENSG00000007038",0.887380960584451,0.607937167158255,1.95093899827894,0.311612596649387,0.755334959862424,NA
"ENSG00000007047",813.83289419152,-0.0377195285297934,0.17511511480053,-0.215398474156607,0.82945665953411,0.949374328041423
"ENSG00000007062",2.45626676455035,-0.552454786367146,1.02517399474867,-0.538888802483315,0.589963584047852,NA
"ENSG00000007080",662.955088766559,0.244243931014528,0.158819829117822,1.53786798771413,0.124080895922934,0.362291337719845
"ENSG00000007129",0,NA,NA,NA,NA,NA
"ENSG00000007168",3974.85824788827,0.0515659604175288,0.103629116909946,0.497601079263655,0.618765242897802,0.847990675059332
"ENSG00000007171",1.482516982495,-0.53835763393164,1.78161285056631,-0.302174310069955,0.762519186992725,NA
"ENSG00000007174",2.70167247050387,0.383767754440754,1.02553758959237,0.374211299844498,0.708247117684883,NA
"ENSG00000007202",6545.03722366678,0.024402996207331,0.0920134025191654,0.265211322907531,0.790846672719312,0.932163814953224
"ENSG00000007216",0,NA,NA,NA,NA,NA
"ENSG00000007237",425.112222586833,-0.895774919748931,0.960669066386979,-0.932449009852986,NA,NA
"ENSG00000007255",130.451959536511,0.270306341064331,0.242077843771,1.11660917353525,0.264161467571433,0.562726463395616
"ENSG00000007264",2.94325916834344,0.130031400370293,0.934552364352466,0.13913762923321,0.889341393581788,NA
"ENSG00000007306",0,NA,NA,NA,NA,NA
"ENSG00000007312",2.07733296226224,0.627349238393968,1.53114289171681,0.409726121440269,0.682006866089403,NA
"ENSG00000007314",0.779954153372703,-0.684411928397535,2.03050849497042,-0.337064301918868,0.73606842730458,NA
"ENSG00000007341",281.675425442917,0.215543122736423,0.241297072706972,0.893268701183854,0.371713294901457,0.672271059384114
"ENSG00000007350",0,NA,NA,NA,NA,NA
"ENSG00000007372",40.4540315259517,0.204825778184012,0.51586822127014,0.397050583344138,0.691330159743812,0.888886600672385
"ENSG00000007376",258.460977739524,0.120342124124347,0.199979269926165,0.601772994614789,0.547325253539935,0.801589881526188
"ENSG00000007384",1823.38777953572,0.0868116423961814,0.150635484804476,0.576302738420913,0.564410572237235,0.814832037519618
"ENSG00000007392",686.873099124053,-0.10385358750415,0.110148259292528,-0.942852734770319,0.345756233703718,0.650171114904745
"ENSG00000007402",23.7963910924727,0.73953574504777,0.519126007458148,1.42457849235649,0.154279080788987,0.412746277786471
"ENSG00000007516",11.2010825391975,-0.211646905105046,0.707132860681269,-0.299302884752295,0.764708953708662,0.922088330716059
"ENSG00000007520",580.560487206145,0.0714339920941079,0.150649664790981,0.474172924269159,0.635376599457313,0.858027516609987
"ENSG00000007541",653.546283118955,0.221748122228375,0.16469274163964,1.34643530747443,0.178162170654417,0.448876149901347
"ENSG00000007545",622.76848387059,0.166768350413422,0.157636929221832,1.05792691621606,0.29008876286971,0.592900717093354
"ENSG00000007866",1620.52184915199,0.553934442516535,0.156829304496568,3.53208505447817,0.000412296721436334,0.00512662877352486
"ENSG00000007908",0,NA,NA,NA,NA,NA
"ENSG00000007923",977.439461349907,-0.0384289987826261,0.147719249311358,-0.260148890288676,0.794748926803509,0.933785234131604
"ENSG00000007933",877.805740707214,0.313996093721058,0.978772381072815,0.320806042132996,0.748357380267634,0.915794483205665
"ENSG00000007944",345.286662228229,-0.489789588682943,0.152313269943812,-3.21567246808912,0.00130139269482773,0.0129839211878564
"ENSG00000007952",10.1687462516428,0.809129418560635,0.573945429755336,1.40976716010362,0.158608446461203,0.419731770339844
"ENSG00000007968",3.95849086572913,0.162672829284948,0.819707779069106,0.198452220948404,0.842691263395671,NA
"ENSG00000008018",1517.71752051207,0.0478482421819627,0.110927487471953,0.431347029238906,0.666216059503915,0.875441014679183
"ENSG00000008056",17.7167030593017,0.676010992459569,0.458090916663821,1.47571359280122,0.140020795361611,0.388818288549982
"ENSG00000008083",305.072434597756,0.487460303949208,0.15192207766193,3.20862057346231,0.00133373373185361,0.0132455064714248
"ENSG00000008086",372.53707879909,-0.172935134663052,0.189034702865297,-0.91483273727937,0.360279445661853,0.661795069692381
"ENSG00000008118",6.947918731314,-0.861306451252898,0.797877511322558,-1.07949708950338,0.280366190560728,NA
"ENSG00000008128",563.813333715399,0.133368798852193,0.368626604999193,0.361799167622439,0.717502114211796,0.900370330577318
"ENSG00000008130",1713.6319552007,0.830141241274014,0.151381734720304,5.48376092272824,4.16377397376561e-08,1.65512747592336e-06
"ENSG00000008196",1.08416182794751,-1.40315800750077,2.31094734596266,-0.607178700956627,0.543732325518287,NA
"ENSG00000008197",0,NA,NA,NA,NA,NA
"ENSG00000008226",8.16270077732332,-0.0171729682256102,0.774008258640666,-0.022187060711432,0.982298739107821,NA
"ENSG00000008256",3740.92435461127,1.1968352095672,0.207377584823821,5.77128531313535,7.86691420720576e-09,3.77039290089023e-07
"ENSG00000008277",19.3106346175362,-0.0241086848322896,0.474503626454134,-0.0508082203974894,0.959478340409524,0.990106728226229
"ENSG00000008282",1985.33227996644,0.286864054947132,0.139658062622146,2.05404578555026,0.0399712605023616,0.171685972861108
"ENSG00000008283",526.559923099993,0.0461206747210382,0.140836415786622,0.327476913292899,0.743307201716733,0.913674829153471
"ENSG00000008294",2928.30789180736,-0.166798729203113,0.135591039367397,-1.23016041459167,0.218637040191208,0.504960598378883
"ENSG00000008300",96.2831177707404,0.526617152106761,0.302730443770041,1.73955795640688,0.0819366671944694,0.278387902372801
"ENSG00000008311",714.926322098101,1.1378247416718,0.189238855073014,6.01263805592566,1.82528268887246e-09,9.56536550967937e-08
"ENSG00000008323",11.0031983554828,0.40544821312677,0.583999926729344,0.694260726020049,0.48751871590185,0.761339549632245
"ENSG00000008324",122.640499235734,0.570315961074778,0.25327997792998,2.2517214575581,0.0243398797938885,0.121902506141358
"ENSG00000008382",158.890722523391,0.132424747151039,0.20561592293217,0.644039358735482,0.519549911863375,0.782798687133658
"ENSG00000008394",3683.6269984121,0.00405143875191321,0.377735128956278,0.0107256075523284,0.991442367405508,0.997067573871501
"ENSG00000008405",286.125102009691,0.0862977248336773,0.187462154957246,0.460347449080372,0.645266848231254,0.863198371336428
"ENSG00000008438",1.71601671351819,2.69571779309011,1.61965080727483,1.66438208839956,0.0960360972018675,NA
"ENSG00000008441",11031.7971096393,-0.312692591927173,0.144614239645247,-2.1622531273147,0.0305986705143625,0.143472713603721
"ENSG00000008513",1583.37114858265,-0.562139462200246,0.225857504393356,-2.48891204084686,0.0128134662535396,0.0779983707435117
"ENSG00000008516",23.9019134428755,-0.178256288238486,0.48669016754524,-0.366262357708134,0.714169315165185,0.899571737889711
"ENSG00000008517",119.607617110672,-0.9003357132462,0.415649753624009,-2.16609225771521,0.0303041377209375,0.142532970740248
"ENSG00000008710",5182.00878157707,0.40453983862893,0.145969160256128,2.77140621977338,0.00558147474115797,0.0412211181706575
"ENSG00000008735",19.7100642494594,0.378464401403023,0.432146583047218,0.875777840783413,0.38115081879662,0.680081191172809
"ENSG00000008838",1158.52573912739,-0.0257296130391656,0.124746387897589,-0.206255375188004,0.836591434468622,0.952337830769678
"ENSG00000008853",845.571636260842,0.36427413831424,0.177900667168066,2.04762660035503,0.0405966008629672,0.173584280087419
"ENSG00000008869",715.562444905458,0.102813142994721,0.112356369653713,0.915062878158086,0.360158621589615,0.661795069692381
"ENSG00000008952",5171.56671072198,0.082956113818402,0.141491311124886,0.58629829039595,0.557675079697032,0.810322275929343
"ENSG00000008988",10959.3107578206,-0.0290054313649486,0.143608552013576,-0.201975655058527,0.839935756398129,0.95353628883057
"ENSG00000009307",15902.4117972056,-0.0196346054548384,0.102485336385718,-0.191584534405397,0.848067657856009,0.955891955748528
"ENSG00000009335",2127.18026041807,0.197193544226425,0.0931882338615017,2.11607770697208,0.034338199159291,0.155065542258033
"ENSG00000009413",8391.06888900911,0.969287573197514,0.150653237285742,6.43389807388658,1.24372277396405e-10,8.44671812183207e-09
"ENSG00000009694",10.1257165658402,1.26320183530578,1.21709461153126,1.03788302350341,0.299324518021878,0.602623741585888
"ENSG00000009709",0,NA,NA,NA,NA,NA
"ENSG00000009724",38.9988331645701,-0.44771015863683,0.277490837935935,-1.61342321053567,0.106652593859103,0.331062417297831
"ENSG00000009765",10.717478680374,1.60313326261644,0.941622540615224,1.70252218215699,0.0886575238396002,0.293041946431852
"ENSG00000009780",176.843521397315,0.42682119502657,0.188706984886462,2.2618198011238,0.0237085389459514,0.119865696043597
"ENSG00000009790",5.5982365472662,0.32731766885177,0.709718633601238,0.461193567922688,0.64465973596998,NA
"ENSG00000009830",429.561114742382,0.117386680617615,0.142670036023003,0.822784404418934,0.410630606934295,0.706174750800046
"ENSG00000009844",867.146195689117,-0.101431688313355,0.127318763966115,-0.79667509449236,0.425639751993345,0.717329720133183
"ENSG00000009950",6.89942793039642,0.614252379843921,0.930414582259006,0.660192124625286,0.509130545483797,NA
"ENSG00000009954",2947.57029221357,-0.0233655798366747,0.0833267969044669,-0.280408952518156,0.779163769341592,0.928111614078128
"ENSG00000010017",2202.06085895341,0.716872623083125,0.156807458383493,4.57167427157656,4.83842649200796e-06,0.000115216932738146
